Date,Time,OrderId,BuySell,Scrip,Close,OrderPrice,OrderQty,SLPrice,TargetPrice,Status,AvgPrice,FilledQty,CancelledQty
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
2017-09-04,10:24:15,170904000321521,s,COALINDIA,238.65,0,41,246.137,238.826,COMPLETE,243.7,41,0
